country;variable;description;code;2014
POL;K;Telecommunications;J61;29 539
POL;K;"Computer programming, consultancy and related activities; information service activities";J62_J63;29 343
POL;K;Financial service activities, except insurance and pension funding;K64;28 448
POL;K;Insurance, reinsurance and pension funding, except compulsory social security;K65;4 196
POL;K;Activities auxiliary to financial services and insurance activities;K66;3 905
POL;K;Real estate activities;L68;709 936
POL;K;"Legal and accounting activities; activities of head offices; management consultancy activities";M69_M70;13 087
POL;K;"Architectural and engineering activities; technical testing and analysis";M71;7 872
POL;K;Scientific research and development;M72;3 775
POL;K;Advertising and market research;M73;7 872
POL;K;"Other professional, scientific and technical activities; veterinary activities";M74_M75;3 223
POL;K;Administrative and support service activities;N;18 725
POL;K;"Public administration and defence; compulsory social security";O84;108 787
POL;K;Education;P85;100 126
POL;K;Human health and social work activities;Q;54 374
POL;K;Other service activities;R_S;53 414
POL;K;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";T;0
POL;K;Activities of extraterritorial organizations and bodies;U;0
PRT;K;Crop and animal production, hunting and related service activities;A01;8 594
PRT;K;Forestry and logging;A02;2 183
PRT;K;Fishing and aquaculture;A03;695
PRT;K;Mining and quarrying;B;3 028
PRT;K;Manufacture of food products, beverages and tobacco products;C10-C12;7 018
PRT;K;Manufacture of textiles, wearing apparel and leather products;C13-C15;4 669
PRT;K;"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials";C16;2 031
PRT;K;Manufacture of paper and paper products;C17;1 365
PRT;K;Printing and reproduction of recorded media;C18;883
PRT;K;Manufacture of coke and refined petroleum products ;C19;9 286
PRT;K;Manufacture of chemicals and chemical products ;C20;2 467
PRT;K;Manufacture of basic pharmaceutical products and pharmaceutical preparations;C21;1 549
PRT;K;Manufacture of rubber and plastic products;C22;3 487
PRT;K;Manufacture of other non-metallic mineral products;C23;3 033
PRT;K;Manufacture of basic metals;C24;517
PRT;K;Manufacture of fabricated metal products, except machinery and equipment;C25;3 466
PRT;K;Manufacture of computer, electronic and optical products;C26;2 650
PRT;K;Manufacture of electrical equipment;C27;2 313
PRT;K;Manufacture of machinery and equipment n.e.c.;C28;1 785
PRT;K;Manufacture of motor vehicles, trailers and semi-trailers;C29;1 720
PRT;K;Manufacture of other transport equipment;C30;216
PRT;K;"Manufacture of furniture; other manufacturing";C31_C32;1 666
PRT;K;Repair and installation of machinery and equipment;C33;-873
PRT;K;Electricity, gas, steam and air conditioning supply;D35;16 860
PRT;K;Water collection, treatment and supply;E36;4 670
PRT;K;"Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ";E37-E39;5 921
PRT;K;Construction;F;20 962
PRT;K;Wholesale and retail trade and repair of motor vehicles and motorcycles;G45;3 000
PRT;K;Wholesale trade, except of motor vehicles and motorcycles;G46;14 587
PRT;K;Retail trade, except of motor vehicles and motorcycles;G47;16 744
PRT;K;Land transport and transport via pipelines;H49;15 281
PRT;K;Water transport;H50;574
PRT;K;Air transport;H51;3 082
PRT;K;Warehousing and support activities for transportation;H52;8 807
PRT;K;Postal and courier activities;H53;1 820
PRT;K;Accommodation and food service activities;I;12 463
PRT;K;Publishing activities;J58;898
PRT;K;"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities";J59_J60;1 007
PRT;K;Telecommunications;J61;11 472
PRT;K;"Computer programming, consultancy and related activities; information service activities";J62_J63;3 185
PRT;K;Financial service activities, except insurance and pension funding;K64;13 809
PRT;K;Insurance, reinsurance and pension funding, except compulsory social security;K65;4 178
PRT;K;Activities auxiliary to financial services and insurance activities;K66;3 105
PRT;K;Real estate activities;L68;221 761
PRT;K;"Legal and accounting activities; activities of head offices; management consultancy activities";M69_M70;8 389
PRT;K;"Architectural and engineering activities; technical testing and analysis";M71;3 213
PRT;K;Scientific research and development;M72;1 195
PRT;K;Advertising and market research;M73;1 256
PRT;K;"Other professional, scientific and technical activities; veterinary activities";M74_M75;830
PRT;K;Administrative and support service activities;N;11 058
PRT;K;"Public administration and defence; compulsory social security";O84;70 991
PRT;K;Education;P85;12 605
PRT;K;Human health and social work activities;Q;20 688
PRT;K;Other service activities;R_S;13 643
PRT;K;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";T;0
PRT;K;Activities of extraterritorial organizations and bodies;U;0
ROU;K;Crop and animal production, hunting and related service activities;A01;150 485
ROU;K;Forestry and logging;A02;9 719
ROU;K;Fishing and aquaculture;A03;484
ROU;K;Mining and quarrying;B;35 986
ROU;K;Manufacture of food products, beverages and tobacco products;C10-C12;94 862
ROU;K;Manufacture of textiles, wearing apparel and leather products;C13-C15;35 071
ROU;K;"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials";C16;11 783
ROU;K;Manufacture of paper and paper products;C17;5 228
ROU;K;Printing and reproduction of recorded media;C18;6 245
ROU;K;Manufacture of coke and refined petroleum products ;C19;14 267
ROU;K;Manufacture of chemicals and chemical products ;C20;10 216
ROU;K;Manufacture of basic pharmaceutical products and pharmaceutical preparations;C21;3 292
ROU;K;Manufacture of rubber and plastic products;C22;11 040
ROU;K;Manufacture of other non-metallic mineral products;C23;16 036
ROU;K;Manufacture of basic metals;C24;15 194
ROU;K;Manufacture of fabricated metal products, except machinery and equipment;C25;20 661
ROU;K;Manufacture of computer, electronic and optical products;C26;12 163
ROU;K;Manufacture of electrical equipment;C27;13 757
ROU;K;Manufacture of machinery and equipment n.e.c.;C28;14 075
ROU;K;Manufacture of motor vehicles, trailers and semi-trailers;C29;24 886
ROU;K;Manufacture of other transport equipment;C30;5 309
ROU;K;"Manufacture of furniture; other manufacturing";C31_C32;14 221
ROU;K;Repair and installation of machinery and equipment;C33;8 952
ROU;K;Electricity, gas, steam and air conditioning supply;D35;57 322
ROU;K;Water collection, treatment and supply;E36;4 406
ROU;K;"Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ";E37-E39;11 532
ROU;K;Construction;F;155 877
ROU;K;Wholesale and retail trade and repair of motor vehicles and motorcycles;G45;42 722
ROU;K;Wholesale trade, except of motor vehicles and motorcycles;G46;80 331
ROU;K;Retail trade, except of motor vehicles and motorcycles;G47;51 745
ROU;K;Land transport and transport via pipelines;H49;93 757
ROU;K;Water transport;H50;3 661
ROU;K;Air transport;H51;3 857
ROU;K;Warehousing and support activities for transportation;H52;20 509
ROU;K;Postal and courier activities;H53;4 589
ROU;K;Accommodation and food service activities;I;30 207
ROU;K;Publishing activities;J58;3 606
ROU;K;"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities";J59_J60;5 131
ROU;K;Telecommunications;J61;28 371
ROU;K;"Computer programming, consultancy and related activities; information service activities";J62_J63;16 025
ROU;K;Financial service activities, except insurance and pension funding;K64;24 645
ROU;K;Insurance, reinsurance and pension funding, except compulsory social security;K65;4 563
ROU;K;Activities auxiliary to financial services and insurance activities;K66;9 361
ROU;K;Real estate activities;L68;577 588
ROU;K;"Legal and accounting activities; activities of head offices; management consultancy activities";M69_M70;12 321
ROU;K;"Architectural and engineering activities; technical testing and analysis";M71;9 073
ROU;K;Scientific research and development;M72;2 836
ROU;K;Advertising and market research;M73;4 614
ROU;K;"Other professional, scientific and technical activities; veterinary activities";M74_M75;2 203
ROU;K;Administrative and support service activities;N;14 508
ROU;K;"Public administration and defence; compulsory social security";O84;104 210
ROU;K;Education;P85;63 711
ROU;K;Human health and social work activities;Q;39 962
ROU;K;Other service activities;R_S;44 027
ROU;K;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";T;0
ROU;K;Activities of extraterritorial organizations and bodies;U;0
RUS;K;Crop and animal production, hunting and related service activities;A01;12 086 832
RUS;K;Forestry and logging;A02;0
RUS;K;Fishing and aquaculture;A03;0
RUS;K;Mining and quarrying;B;21 820 174
RUS;K;Manufacture of food products, beverages and tobacco products;C10-C12;3 180 055
RUS;K;Manufacture of textiles, wearing apparel and leather products;C13-C15;436 141
RUS;K;"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials";C16;605 225
RUS;K;Manufacture of paper and paper products;C17;748 738
RUS;K;Printing and reproduction of recorded media;C18;0
RUS;K;Manufacture of coke and refined petroleum products ;C19;2 667 772
RUS;K;Manufacture of chemicals and chemical products ;C20;2 448 684
RUS;K;Manufacture of basic pharmaceutical products and pharmaceutical preparations;C21;0
RUS;K;Manufacture of rubber and plastic products;C22;531 023
RUS;K;Manufacture of other non-metallic mineral products;C23;1 784 760
RUS;K;Manufacture of basic metals;C24;3 776 369
RUS;K;Manufacture of fabricated metal products, except machinery and equipment;C25;0
RUS;K;Manufacture of computer, electronic and optical products;C26;1 012 504
RUS;K;Manufacture of electrical equipment;C27;0
RUS;K;Manufacture of machinery and equipment n.e.c.;C28;1 884 473
RUS;K;Manufacture of motor vehicles, trailers and semi-trailers;C29;2 459 386
RUS;K;Manufacture of other transport equipment;C30;0
RUS;K;"Manufacture of furniture; other manufacturing";C31_C32;388 042
RUS;K;Repair and installation of machinery and equipment;C33;0
RUS;K;Electricity, gas, steam and air conditioning supply;D35;13 119 035
RUS;K;Water collection, treatment and supply;E36;0
RUS;K;"Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ";E37-E39;0
RUS;K;Construction;F;5 066 023
RUS;K;Wholesale and retail trade and repair of motor vehicles and motorcycles;G45;582 654
RUS;K;Wholesale trade, except of motor vehicles and motorcycles;G46;2 661 351
RUS;K;Retail trade, except of motor vehicles and motorcycles;G47;2 511 367
RUS;K;Land transport and transport via pipelines;H49;20 815 981
RUS;K;Water transport;H50;393 358
RUS;K;Air transport;H51;1 332 996
RUS;K;Warehousing and support activities for transportation;H52;6 412 361
RUS;K;Postal and courier activities;H53;0
RUS;K;Accommodation and food service activities;I;906 685
RUS;K;Publishing activities;J58;0
RUS;K;"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities";J59_J60;0
RUS;K;Telecommunications;J61;3 580 787
RUS;K;"Computer programming, consultancy and related activities; information service activities";J62_J63;0
RUS;K;Financial service activities, except insurance and pension funding;K64;1 304 028
RUS;K;Insurance, reinsurance and pension funding, except compulsory social security;K65;0
RUS;K;Activities auxiliary to financial services and insurance activities;K66;0
RUS;K;Real estate activities;L68;42 261 582
RUS;K;"Legal and accounting activities; activities of head offices; management consultancy activities";M69_M70;0
RUS;K;"Architectural and engineering activities; technical testing and analysis";M71;0
RUS;K;Scientific research and development;M72;0
RUS;K;Advertising and market research;M73;0
RUS;K;"Other professional, scientific and technical activities; veterinary activities";M74_M75;0
RUS;K;Administrative and support service activities;N;3 737 436
RUS;K;"Public administration and defence; compulsory social security";O84;2 876 349
RUS;K;Education;P85;4 018 540
RUS;K;Human health and social work activities;Q;3 552 436
RUS;K;Other service activities;R_S;3 916 952
RUS;K;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";T;0
RUS;K;Activities of extraterritorial organizations and bodies;U;0
SVK;K;Crop and animal production, hunting and related service activities;A01;7 414
SVK;K;Forestry and logging;A02;1 838
SVK;K;Fishing and aquaculture;A03;4
SVK;K;Mining and quarrying;B;3 175
SVK;K;Manufacture of food products, beverages and tobacco products;C10-C12;4 463
SVK;K;Manufacture of textiles, wearing apparel and leather products;C13-C15;1 118
SVK;K;"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials";C16;972
SVK;K;Manufacture of paper and paper products;C17;2 423
SVK;K;Printing and reproduction of recorded media;C18;525
SVK;K;Manufacture of coke and refined petroleum products ;C19;4 231
SVK;K;Manufacture of chemicals and chemical products ;C20;2 738
SVK;K;Manufacture of basic pharmaceutical products and pharmaceutical preparations;C21;600
SVK;K;Manufacture of rubber and plastic products;C22;3 209
SVK;K;Manufacture of other non-metallic mineral products;C23;3 118
SVK;K;Manufacture of basic metals;C24;4 205
SVK;K;Manufacture of fabricated metal products, except machinery and equipment;C25;3 084
SVK;K;Manufacture of computer, electronic and optical products;C26;2 402
SVK;K;Manufacture of electrical equipment;C27;2 843
SVK;K;Manufacture of machinery and equipment n.e.c.;C28;3 571
SVK;K;Manufacture of motor vehicles, trailers and semi-trailers;C29;11 071
SVK;K;Manufacture of other transport equipment;C30;305
SVK;K;"Manufacture of furniture; other manufacturing";C31_C32;1 237
SVK;K;Repair and installation of machinery and equipment;C33;945
SVK;K;Electricity, gas, steam and air conditioning supply;D35;42 364
SVK;K;Water collection, treatment and supply;E36;9 471
SVK;K;"Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ";E37-E39;1 119
SVK;K;Construction;F;3 844
SVK;K;Wholesale and retail trade and repair of motor vehicles and motorcycles;G45;1 427
SVK;K;Wholesale trade, except of motor vehicles and motorcycles;G46;4 961
SVK;K;Retail trade, except of motor vehicles and motorcycles;G47;6 973
SVK;K;Land transport and transport via pipelines;H49;5 858
SVK;K;Water transport;H50;155
SVK;K;Air transport;H51;80
SVK;K;Warehousing and support activities for transportation;H52;14 799
SVK;K;Postal and courier activities;H53;819
SVK;K;Accommodation and food service activities;I;2 363
SVK;K;Publishing activities;J58;261
SVK;K;"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities";J59_J60;617
SVK;K;Telecommunications;J61;7 275
SVK;K;"Computer programming, consultancy and related activities; information service activities";J62_J63;814
SVK;K;Financial service activities, except insurance and pension funding;K64;2 481
SVK;K;Insurance, reinsurance and pension funding, except compulsory social security;K65;364
SVK;K;Activities auxiliary to financial services and insurance activities;K66;65
SVK;K;Real estate activities;L68;89 006
SVK;K;"Legal and accounting activities; activities of head offices; management consultancy activities";M69_M70;704
SVK;K;"Architectural and engineering activities; technical testing and analysis";M71;1 421
SVK;K;Scientific research and development;M72;793
SVK;K;Advertising and market research;M73;160
SVK;K;"Other professional, scientific and technical activities; veterinary activities";M74_M75;529
SVK;K;Administrative and support service activities;N;5 954
SVK;K;"Public administration and defence; compulsory social security";O84;54 954
SVK;K;Education;P85;8 878
SVK;K;Human health and social work activities;Q;5 299
SVK;K;Other service activities;R_S;3 980
SVK;K;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";T;0
SVK;K;Activities of extraterritorial organizations and bodies;U;0
SVN;K;Crop and animal production, hunting and related service activities;A01;2 390
SVN;K;Forestry and logging;A02;1 019
SVN;K;Fishing and aquaculture;A03;20
SVN;K;Mining and quarrying;B;372
SVN;K;Manufacture of food products, beverages and tobacco products;C10-C12;1 549
SVN;K;Manufacture of textiles, wearing apparel and leather products;C13-C15;558
SVN;K;"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials";C16;620
SVN;K;Manufacture of paper and paper products;C17;431
SVN;K;Printing and reproduction of recorded media;C18;316
SVN;K;Manufacture of coke and refined petroleum products ;C19;21
SVN;K;Manufacture of chemicals and chemical products ;C20;1 060
SVN;K;Manufacture of basic pharmaceutical products and pharmaceutical preparations;C21;2 402
SVN;K;Manufacture of rubber and plastic products;C22;1 472
SVN;K;Manufacture of other non-metallic mineral products;C23;834
SVN;K;Manufacture of basic metals;C24;890
SVN;K;Manufacture of fabricated metal products, except machinery and equipment;C25;2 633
SVN;K;Manufacture of computer, electronic and optical products;C26;398
SVN;K;Manufacture of electrical equipment;C27;1 124
SVN;K;Manufacture of machinery and equipment n.e.c.;C28;850
SVN;K;Manufacture of motor vehicles, trailers and semi-trailers;C29;1 441
SVN;K;Manufacture of other transport equipment;C30;55
SVN;K;"Manufacture of furniture; other manufacturing";C31_C32;617
SVN;K;Repair and installation of machinery and equipment;C33;729
SVN;K;Electricity, gas, steam and air conditioning supply;D35;7 877
SVN;K;Water collection, treatment and supply;E36;1 173
SVN;K;"Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ";E37-E39;1 576
SVN;K;Construction;F;2 464
SVN;K;Wholesale and retail trade and repair of motor vehicles and motorcycles;G45;865
SVN;K;Wholesale trade, except of motor vehicles and motorcycles;G46;3 217
SVN;K;Retail trade, except of motor vehicles and motorcycles;G47;3 051
SVN;K;Land transport and transport via pipelines;H49;4 878
SVN;K;Water transport;H50;161
SVN;K;Air transport;H51;160
SVN;K;Warehousing and support activities for transportation;H52;3 203
SVN;K;Postal and courier activities;H53;893
SVN;K;Accommodation and food service activities;I;2 896
SVN;K;Publishing activities;J58;250
SVN;K;"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities";J59_J60;272
SVN;K;Telecommunications;J61;1 211
SVN;K;"Computer programming, consultancy and related activities; information service activities";J62_J63;1 381
SVN;K;Financial service activities, except insurance and pension funding;K64;1 389
SVN;K;Insurance, reinsurance and pension funding, except compulsory social security;K65;605
SVN;K;Activities auxiliary to financial services and insurance activities;K66;134
SVN;K;Real estate activities;L68;41 611
SVN;K;"Legal and accounting activities; activities of head offices; management consultancy activities";M69_M70;1 367
SVN;K;"Architectural and engineering activities; technical testing and analysis";M71;942
SVN;K;Scientific research and development;M72;677
SVN;K;Advertising and market research;M73;209
SVN;K;"Other professional, scientific and technical activities; veterinary activities";M74_M75;657
SVN;K;Administrative and support service activities;N;357
SVN;K;"Public administration and defence; compulsory social security";O84;15 464
SVN;K;Education;P85;3 801
SVN;K;Human health and social work activities;Q;2 978
SVN;K;Other service activities;R_S;1 988
SVN;K;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";T;0
SVN;K;Activities of extraterritorial organizations and bodies;U;0
SWE;K;Crop and animal production, hunting and related service activities;A01;191 469
SWE;K;Forestry and logging;A02;120 840
SWE;K;Fishing and aquaculture;A03;1 930
SWE;K;Mining and quarrying;B;61 561
SWE;K;Manufacture of food products, beverages and tobacco products;C10-C12;74 617
SWE;K;Manufacture of textiles, wearing apparel and leather products;C13-C15;10 761
SWE;K;"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials";C16;50 802
SWE;K;Manufacture of paper and paper products;C17;111 390
SWE;K;Printing and reproduction of recorded media;C18;16 353
SWE;K;Manufacture of coke and refined petroleum products ;C19;14 064
SWE;K;Manufacture of chemicals and chemical products ;C20;105 928
SWE;K;Manufacture of basic pharmaceutical products and pharmaceutical preparations;C21;56 756
SWE;K;Manufacture of rubber and plastic products;C22;24 978
SWE;K;Manufacture of other non-metallic mineral products;C23;26 542
SWE;K;Manufacture of basic metals;C24;74 601
SWE;K;Manufacture of fabricated metal products, except machinery and equipment;C25;64 266
SWE;K;Manufacture of computer, electronic and optical products;C26;238 644
SWE;K;Manufacture of electrical equipment;C27;33 185
SWE;K;Manufacture of machinery and equipment n.e.c.;C28;108 265
SWE;K;Manufacture of motor vehicles, trailers and semi-trailers;C29;158 384
SWE;K;Manufacture of other transport equipment;C30;42 726
SWE;K;"Manufacture of furniture; other manufacturing";C31_C32;30 580
SWE;K;Repair and installation of machinery and equipment;C33;23 989
SWE;K;Electricity, gas, steam and air conditioning supply;D35;669 237
SWE;K;Water collection, treatment and supply;E36;202 921
SWE;K;"Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ";E37-E39;35 857
SWE;K;Construction;F;179 705
SWE;K;Wholesale and retail trade and repair of motor vehicles and motorcycles;G45;68 228
SWE;K;Wholesale trade, except of motor vehicles and motorcycles;G46;182 601
SWE;K;Retail trade, except of motor vehicles and motorcycles;G47;147 854
SWE;K;Land transport and transport via pipelines;H49;188 911
SWE;K;Water transport;H50;35 314
SWE;K;Air transport;H51;27 007
SWE;K;Warehousing and support activities for transportation;H52;765 861
SWE;K;Postal and courier activities;H53;0
SWE;K;Accommodation and food service activities;I;70 571
SWE;K;Publishing activities;J58;28 908
SWE;K;"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities";J59_J60;10 461
SWE;K;Telecommunications;J61;272 077
SWE;K;"Computer programming, consultancy and related activities; information service activities";J62_J63;69 105
SWE;K;Financial service activities, except insurance and pension funding;K64;54 337
SWE;K;Insurance, reinsurance and pension funding, except compulsory social security;K65;73 038
SWE;K;Activities auxiliary to financial services and insurance activities;K66;8 713
SWE;K;Real estate activities;L68;5 278 028
SWE;K;"Legal and accounting activities; activities of head offices; management consultancy activities";M69_M70;54 849
SWE;K;"Architectural and engineering activities; technical testing and analysis";M71;51 583
SWE;K;Scientific research and development;M72;190 229
SWE;K;Advertising and market research;M73;10 479
SWE;K;"Other professional, scientific and technical activities; veterinary activities";M74_M75;10 806
SWE;K;Administrative and support service activities;N;106 625
SWE;K;"Public administration and defence; compulsory social security";O84;1 132 161
SWE;K;Education;P85;174 177
SWE;K;Human health and social work activities;Q;313 357
SWE;K;Other service activities;R_S;188 683
SWE;K;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";T;0
SWE;K;Activities of extraterritorial organizations and bodies;U;0
TUR;K;Crop and animal production, hunting and related service activities;A01;181 400
TUR;K;Forestry and logging;A02;5 124
TUR;K;Fishing and aquaculture;A03;3 413
TUR;K;Mining and quarrying;B;72 216
TUR;K;Manufacture of food products, beverages and tobacco products;C10-C12;157 089
TUR;K;Manufacture of textiles, wearing apparel and leather products;C13-C15;261 722
TUR;K;"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials";C16;20 294
TUR;K;Manufacture of paper and paper products;C17;18 203
TUR;K;Printing and reproduction of recorded media;C18;20 101
TUR;K;Manufacture of coke and refined petroleum products ;C19;4 563
TUR;K;Manufacture of chemicals and chemical products ;C20;86 232
TUR;K;Manufacture of basic pharmaceutical products and pharmaceutical preparations;C21;0
TUR;K;Manufacture of rubber and plastic products;C22;65 681
TUR;K;Manufacture of other non-metallic mineral products;C23;96 609
TUR;K;Manufacture of basic metals;C24;77 273
TUR;K;Manufacture of fabricated metal products, except machinery and equipment;C25;46 082
TUR;K;Manufacture of computer, electronic and optical products;C26;15 645
TUR;K;Manufacture of electrical equipment;C27;21 324
TUR;K;Manufacture of machinery and equipment n.e.c.;C28;57 605
TUR;K;Manufacture of motor vehicles, trailers and semi-trailers;C29;64 344
TUR;K;Manufacture of other transport equipment;C30;15 494
TUR;K;"Manufacture of furniture; other manufacturing";C31_C32;16 634
TUR;K;Repair and installation of machinery and equipment;C33;0
TUR;K;Electricity, gas, steam and air conditioning supply;D35;157 469
TUR;K;Water collection, treatment and supply;E36;48 996
TUR;K;"Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ";E37-E39;5 841
TUR;K;Construction;F;674 153
TUR;K;Wholesale and retail trade and repair of motor vehicles and motorcycles;G45;30 646
TUR;K;Wholesale trade, except of motor vehicles and motorcycles;G46;66 752
TUR;K;Retail trade, except of motor vehicles and motorcycles;G47;72 392
TUR;K;Land transport and transport via pipelines;H49;456 644
TUR;K;Water transport;H50;53 192
TUR;K;Air transport;H51;16 956
TUR;K;Warehousing and support activities for transportation;H52;114 692
TUR;K;Postal and courier activities;H53;0
TUR;K;Accommodation and food service activities;I;36 242
TUR;K;Publishing activities;J58;0
TUR;K;"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities";J59_J60;0
TUR;K;Telecommunications;J61;70 085
TUR;K;"Computer programming, consultancy and related activities; information service activities";J62_J63;1 279
TUR;K;Financial service activities, except insurance and pension funding;K64;34 367
TUR;K;Insurance, reinsurance and pension funding, except compulsory social security;K65;1 879
TUR;K;Activities auxiliary to financial services and insurance activities;K66;1 125
TUR;K;Real estate activities;L68;249 681
TUR;K;"Legal and accounting activities; activities of head offices; management consultancy activities";M69_M70;0
TUR;K;"Architectural and engineering activities; technical testing and analysis";M71;0
TUR;K;Scientific research and development;M72;14
TUR;K;Advertising and market research;M73;0
TUR;K;"Other professional, scientific and technical activities; veterinary activities";M74_M75;20 228
TUR;K;Administrative and support service activities;N;13 519
TUR;K;"Public administration and defence; compulsory social security";O84;74 833
TUR;K;Education;P85;157 794
TUR;K;Human health and social work activities;Q;165 093
TUR;K;Other service activities;R_S;17 474
TUR;K;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";T;2 824
TUR;K;Activities of extraterritorial organizations and bodies;U;0
TWN;K;Crop and animal production, hunting and related service activities;A01;329 850
TWN;K;Forestry and logging;A02;2 557
TWN;K;Fishing and aquaculture;A03;51 420
TWN;K;Mining and quarrying;B;46 349
TWN;K;Manufacture of food products, beverages and tobacco products;C10-C12;820 339
TWN;K;Manufacture of textiles, wearing apparel and leather products;C13-C15;786 149
TWN;K;"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials";C16;55 204
TWN;K;Manufacture of paper and paper products;C17;163 483
TWN;K;Printing and reproduction of recorded media;C18;142 088
TWN;K;Manufacture of coke and refined petroleum products ;C19;1 072 721
TWN;K;Manufacture of chemicals and chemical products ;C20;2 364 254
TWN;K;Manufacture of basic pharmaceutical products and pharmaceutical preparations;C21;307 839
TWN;K;Manufacture of rubber and plastic products;C22;539 508
TWN;K;Manufacture of other non-metallic mineral products;C23;339 567
TWN;K;Manufacture of basic metals;C24;1 224 192
TWN;K;Manufacture of fabricated metal products, except machinery and equipment;C25;1 207 309
TWN;K;Manufacture of computer, electronic and optical products;C26;5 474 810
TWN;K;Manufacture of electrical equipment;C27;346 380
TWN;K;Manufacture of machinery and equipment n.e.c.;C28;357 074
TWN;K;Manufacture of motor vehicles, trailers and semi-trailers;C29;362 075
TWN;K;Manufacture of other transport equipment;C30;245 418
TWN;K;"Manufacture of furniture; other manufacturing";C31_C32;64 641
TWN;K;Repair and installation of machinery and equipment;C33;440 926
TWN;K;Electricity, gas, steam and air conditioning supply;D35;2 233 315
TWN;K;Water collection, treatment and supply;E36;204 199
TWN;K;"Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ";E37-E39;720 833
TWN;K;Construction;F;395 210
TWN;K;Wholesale and retail trade and repair of motor vehicles and motorcycles;G45;75 645
TWN;K;Wholesale trade, except of motor vehicles and motorcycles;G46;1 583 064
TWN;K;Retail trade, except of motor vehicles and motorcycles;G47;1 058 138
TWN;K;Land transport and transport via pipelines;H49;643 003
TWN;K;Water transport;H50;210 537
TWN;K;Air transport;H51;562 221
TWN;K;Warehousing and support activities for transportation;H52;215 907
TWN;K;Postal and courier activities;H53;173 605
TWN;K;Accommodation and food service activities;I;414 561
TWN;K;Publishing activities;J58;197 522
TWN;K;"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities";J59_J60;209 899
TWN;K;Telecommunications;J61;1 156 638
TWN;K;"Computer programming, consultancy and related activities; information service activities";J62_J63;186 391
TWN;K;Financial service activities, except insurance and pension funding;K64;429 960
TWN;K;Insurance, reinsurance and pension funding, except compulsory social security;K65;172 843
TWN;K;Activities auxiliary to financial services and insurance activities;K66;65 724
TWN;K;Real estate activities;L68;8 508 488
TWN;K;"Legal and accounting activities; activities of head offices; management consultancy activities";M69_M70;39 113
TWN;K;"Architectural and engineering activities; technical testing and analysis";M71;65 902
TWN;K;Scientific research and development;M72;216 149
TWN;K;Advertising and market research;M73;66 716
TWN;K;"Other professional, scientific and technical activities; veterinary activities";M74_M75;73 498
TWN;K;Administrative and support service activities;N;316 907
TWN;K;"Public administration and defence; compulsory social security";O84;4 872 252
TWN;K;Education;P85;2 300 285
TWN;K;Human health and social work activities;Q;504 969
TWN;K;Other service activities;R_S;260 615
TWN;K;"Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use";T;43 426
TWN;K;Activities of extraterritorial organizations and bodies;U;0
USA;K;Crop and animal production, hunting and related service activities;A01;567 745
USA;K;Forestry and logging;A02;38 669
USA;K;Fishing and aquaculture;A03;23 615
USA;K;Mining and quarrying;B;1 803 624
USA;K;Manufacture of food products, beverages and tobacco products;C10-C12;336 442
USA;K;Manufacture of textiles, wearing apparel and leather products;C13-C15;57 872
USA;K;"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials";C16;42 552
